Go.,Geh.
No one's been hurt.,Niemand kam zu Schaden.
No one's listening.,Niemand hört zu.
Nobody believes me.,Niemand glaubt mir.
Nobody believes me.,Keiner glaubt mir.
Nobody can help me.,Es kann mir niemand helfen.
Nobody can help me.,Es kann mir keiner helfen.
Nobody can help us.,Keiner kann uns helfen.
Nobody can stop me!,Niemand hält mich auf!
Nobody can stop me!,Niemand kann mich aufhalten!
Nobody got injured.,Niemand wurde verletzt.
Nobody here smokes.,Niemand hier raucht.
Nobody here smokes.,Hier raucht niemand.
Nobody lives there.,Da wohnt niemand.
Nobody noticed Tom.,Keiner achtete auf Tom.
Nobody understands.,Niemand versteht.
Nobody volunteered.,Niemand meldete sich freiwillig.
Nobody volunteered.,Niemand hat sich freiwillig gemeldet.
Nobody walks in LA.,In Los Angeles geht niemand zu Fuß.
Nobody wants a war.,Niemand wünscht sich einen Krieg.
Nobody was injured.,Niemand wurde verletzt.
Nobody was snoring.,Niemand schnarchte.
Nobody watches her.,Niemand achtet auf sie.
Nobody will notice.,Niemand wird es merken.
Not a soul is here.,Kein Mensch ist hier.
Nothing escapes us.,Nichts entgeht uns.
Nothing is forever.,Nichts währt ewig.
Nothing is missing.,Es fehlt nichts.
Nothing is perfect.,Nichts ist vollkommen.
Nothing is working.,Nichts funktioniert.
Nothing went wrong.,Nichts ging schief.
Nothing's going on.,Es ist nichts los.
Nothing's going on.,Es passiert nichts.
Now I'm wide awake.,Jetzt bin ich hellwach.
Now everyone knows.,Jetzt weiß es jeder.
Now it is his turn.,Jetzt ist er dran.
Now it is official.,Jetzt ist es offiziell.
Now it's your turn.,Jetzt bist du dran.
Now it's your turn.,Jetzt seid ihr dran.
Now it's your turn.,Jetzt sind Sie dran.
Now the fun begins.,Jetzt geht der Spaß los.
Now you're talking.,Das ist endlich mal ein Wort!
Obey your teachers.,Gehorch deinen Lehrern.
Once is not enough.,Einmal reicht nicht.
One of us is wrong.,Jemand von uns hat unrecht.
One of us is wrong.,Einer von uns irrt.
Only Tom can do it.,Nur Tom kann das tun.
Open your suitcase.,Öffne deinen Koffer!
Open your suitcase.,Öffnen Sie Ihren Koffer!
Open your suitcase.,Öffnet euren Koffer!
Order was restored.,Die Ordnung war wieder hergestellt.
Our car broke down.,Unser Wagen ist liegengeblieben.
Our cat is missing.,Unsere Katze ist verschwunden.
Our cat is missing.,Unsere Katze ist weg.
Our house is empty.,Unser Haus ist leer.
Our planet is sick.,Unser Planet ist krank.
Our project failed.,Unser Projekt schlug fehl.
Our project failed.,Unser Projekt misslang.
Our train was late.,Unser Zug hatte Verspätung.
Our turn will come.,Bald sind wir am Zug.
"Out of my way, boy.","Aus dem Weg, Junge!"
Owls have big eyes.,Eulen haben große Augen.
Owls hunt at night.,Eulen jagen bei Nacht.
Pandas love bamboo.,Pandas lieben Bambus.
Paper burns easily.,Papier brennt leicht.
Paris is in France.,Paris liegt in Frankreich.
Peel the cucumbers.,Schäle die Gurken.
Peel the cucumbers.,Schäl die Gurken.
Peel the cucumbers.,Schält die Gurken.
People are strange.,Die Menschen sind eigenartig.
People are talking.,Die Leute reden.
People dislike Tom.,Die Leute mögen Tom nicht.
People like my mom.,Die Leute mögen meine Mutter.
Phone them tonight.,Ruf sie heute Abend an.
Pick me up at 2:30.,Hol mich um halb drei ab.
Pick me up at 2:30.,Holt mich um halb drei ab.
Pick me up at 2:30.,Holen Sie mich um halb drei ab.
Pick me up at 2:30.,Holen Sie mich um 2.30 Uhr ab.
Pick me up at 2:30.,Hol mich um 2.30 Uhr ab.
Pick me up at 2:30.,Holt mich um 2.30 Uhr ab.
Pick up your trash.,Hebe deinen Müll auf!
Play with the cats.,Spiel mit den Katzen!
Please call a taxi.,Rufen Sie bitte ein Taxi!
Please call him up.,Bitte ruf ihn an.
Please call him up.,Bitte ruft ihn an.
Please call me Tom.,Bitte nennt mich Tom.
Please call me Tom.,Bitte nennen Sie mich Tom.
Please call me Tom.,Sag bitte Tom zu mir.
Please come in now.,Bitte kommen Sie jetzt herein.
Please come inside.,Bitte komm herein!
Please come inside.,Bitte kommen Sie herein!
Please come inside.,Bitte kommt herein!
Please do as I say.,"Tu bitte, was ich sage!"
Please do that now.,Tun Sie das bitte jetzt!
Please do that now.,Tue das bitte jetzt!
Please do that now.,Tut das bitte jetzt!
Please do that now.,Tu das bitte jetzt!
Please don't do it.,Bitte tu’s nicht!
Please don't shoot.,Bitte nicht schießen!
Please don't shout.,Bitte nicht schreien!
Please don't smoke.,Bitte rauche nicht.
Please get dressed.,Zieht euch bitte an.
Please get dressed.,Ziehen Sie sich bitte an.
Please give me one.,Gib mir bitte einen.
Please have a seat.,"Setzen Sie sich, bitte."
Please have a seat.,Bitte setzen Sie sich.
Please have a seat.,Bitte setzen Sie sich doch!
Please have a seat.,Bitte setz dich doch!
Please have a seat.,Bitte nehmen Sie Platz.
Please have a seat.,Nehmen Sie bitte Platz!
Please have a seat.,Nehmt bitte Platz.
Please let me know.,Lassen Sie es mich bitte wissen.
Please let me know.,Gebt uns bitte Bescheid.
Please let me know.,Gib mir bitte Bescheid.
Please let us know.,Gib uns bitte Bescheid.
Please let us know.,Gebt uns bitte Bescheid.
Please look for it.,Suche bitte danach!
Please look for it.,Suche es bitte!
Please make coffee.,Kannst du bitte Kaffee machen?
Please make coffee.,Mach bitte Kaffee.
Please make my bed.,Mache bitte mein Bett zurecht!
Please phone later.,Rufen Sie bitte später an.
Please shake hands.,Bitte gebt euch die Hände.
Please shake hands.,Bitte geben Sie sich die Hände!
Please sing a song.,Bitte singe ein Lied.
Please step inside.,Treten Sie bitte ein!
Please step inside.,Tritt bitte ein!
Please step inside.,Bitte tritt ein!
Please stop crying.,Bitte höre auf zu weinen.
Please take a bath.,Bitte nimm ein Bad.
Please take a seat.,Bitte setzen Sie sich.
Please take a seat.,Bitte nehmen Sie Platz!
Please wait for me.,Warte bitte auf mich!
Please wait for me.,Wartet bitte auf mich!
Please wait for me.,Warten Sie bitte auf mich!
Politics is a game.,Politik ist ein Spiel.
Prices have jumped.,Die Preise sind sprunghaft gestiegen.
Prison changed Tom.,Das Gefängnis hat Tom verändert.
Prison changed Tom.,Das Gefängnis hat Tom geändert.
Put away the bread.,Räum das Brot weg!
Put away your toys.,Räum deine Spielsachen weg.
Put down the knife.,Nehmen Sie das Messer herunter.
Put down the knife.,Nimm das Messer herunter.
Put the book there.,Tu das Buch da hin.
Put the book there.,Tun Sie das Buch da hin.
Put your bike away.,Stell dein Fahrrad ab.
Put your helmet on.,Helm auf!
Put your toys away.,Räum deine Spielsachen weg.
Put your toys away.,Räum dein Spielzeug auf!
"Quiet down, please.",Beruhige dich bitte!
Quit joking around.,Hör auf herumzualbern.
Quit joking around.,Hör auf zum Herumalbern.
"Read it to me, Tom.","Lies es mir vor, Tom!"
Ready! Get set! Go!,"Achtung, fertig, los!"
Real men drink tea.,Wahre Männer trinken Tee.
Real men drink tea.,Echte Männer trinken Tee.
Real men drink tea.,Richtige Männer trinken Tee.
Relax for a minute.,Entspann dich mal 'ne Minute!
Relax for a second.,Entspann dich eine Sekunde.
Relax for a second.,Entspannen Sie sich eine Sekunde.
Relax for a second.,Entspannt euch eine Sekunde.
Remove that jacket.,Leg diese Jacke ab!
Remove that jacket.,Legen Sie diese Jacke ab!
Remove the bandage.,Nehmen Sie den Verband ab.
Return immediately.,Komm sofort zurück!
Run for your lives!,Rennt um euer Leben!
"Same again, please.",Noch mal das gleiche!
Save it till later.,Spar dir das für später auf.
Save your strength.,Spar dir deine Kraft auf.
"Say something, man.","Sag etwas, Mann."
"Say something, man.","Sagen Sie etwas, Mann."
"Say something, man.","Sag was, Mann."
"Say something, man.","Sagen Sie was, Mann."
"Say something, man.","Sagen Sie doch was, Mann."
"Say something, man.","Sag doch was, Mann."
"Say something, man.","Sagen Sie doch etwas, Mann."
"Say something, man.","Sag doch etwas, Mann."
"Say something, man.","Sagen Sie schon etwas, Mann."
"Say something, man.","Sag schon etwas, Mann."
Say that in French.,Sag das auf Französisch!
Say what you think.,"Sagt, was ihr denkt."
Say what you think.,"Sagen Sie, was Sie denken."
Say what you think.,"Sag, was du denkst."
School is over now.,Die Schule ist jetzt vorbei.
School is over now.,Die Schule ist jetzt aus.
Schools are closed.,Schulen sind geschlossen.
Schools were built.,Es wurden Schulen gebaut.
Schools were built.,Schulen wurden gebaut.
Sea water is salty.,Meerwasser ist salzig.
See you guys later.,"Bis später, Leute!"
See you in October.,Wir sehen uns im Oktober.
Send it by airmail.,Sende es per Luftpost.
Send it by airmail.,Schick es per Luftpost.
Send it by airmail.,Schicken Sie es per Luftpost.
Send it by airmail.,Senden Sie es per Luftpost!
Send me a postcard.,Schick mir eine Postkarte.
Send me a postcard.,Schickt mir eine Postkarte.
Send me a postcard.,Schicken Sie mir eine Postkarte.
Shake before using.,Vor Gebrauch schütteln.
Shall we stop soon?,Sollen wir bald aufhören?
Shall we stop soon?,Sollen wir bald halten?
Shaving takes time.,Eine Rasur braucht ihre Zeit.
She almost drowned.,Sie wäre fast ertrunken.
She almost drowned.,Sie war kurz vor dem Ertrinken.
She always says no.,Sie sagt immer nur nein.
She ate her dinner.,Sie aß ihr Abendessen.
She began to sweat.,Sie fing an zu schwitzen.
She bought chicken.,Sie hat Hühnerfleich gekauft.
She broke my heart.,Sie brach mir das Herz.
She broke my heart.,Sie hat mir das Herz gebrochen.
She came to my aid.,Sie kam mir zu Hilfe.
She came to see me.,"Sie kam, um mich zu sehen."
She cannot stop it.,Sie kann es nicht aufhalten.
She cannot stop us.,Sie kann uns nicht aufhalten.
She could not swim.,Sie konnte nicht schwimmen.
She did a good job.,Sie hat gute Arbeit geleistet.
She didn't show up.,Sie tauchte nicht auf.
She didn't show up.,Sie ist nicht aufgetaucht.
She does not smoke.,Sie raucht nicht.
She gave it to him.,Sie gab es ihm.
She gave me a doll.,Sie gab mir eine Puppe.
She goes to school.,Sie geht zur Schule.
She goes to school.,Sie geht in die Schule.
She had no brother.,Sie hatte keinen Bruder.
She has brown eyes.,Sie hat braune Augen.
She has even teeth.,Sie hat gleichmäßige Zähne.
She has green eyes.,Sie hat grüne Augen.
She has more books.,Sie hat mehr Bücher.
She has no enemies.,Sie hat keine Feinde.
She has no manners.,Sie hat keine Manieren.
She has seven sons.,Sie hat sieben Söhne.
She has short hair.,Sie hat kurze Haare.
She has short hair.,Sie hat kurzes Haar.
She has small feet.,Sie hat kleine Füße.
She has sunglasses.,Sie hat eine Sonnenbrille.
She has three kids.,Sie hat drei Kinder.
She heard him sing.,Sie hat ihn singen gehört.
She heard him sing.,Sie hörte ihn singen.
She invited him in.,Sie bat ihn herein.
She is a sorceress.,Sie ist eine Zauberin.
She is always busy.,Sie ist immer beschäftigt.
She is an American.,Sie ist Amerikanerin.
She is from France.,Sie stammt aus Frankreich.
She is helping him.,Sie hilft ihm.
She is kind to him.,Sie ist freundlich zu ihm.
She is kind to him.,Sie ist nett zu ihm.
She is kissing him.,Sie küsst ihn.
She is over twenty.,Sie ist über zwanzig.
She is pigeon-toed.,Sie geht über den großen Onkel.
She is quite angry.,Sie ist ziemlich sauer.
She is resting now.,Sie ruht sich jetzt aus.
She is unconscious.,Sie ist bewusstlos.
She is unconscious.,Sie ist ohnmächtig.
She is very bright.,Sie ist sehr schlau.
She is very pretty.,Sie ist sehr hübsch.
She isn't here now.,Sie ist momentan nicht hier.
She kept on crying.,Sie weinte weiter.
She left for Paris.,Sie ist nach Paris abgereist.
She left for Paris.,Sie ist nach Paris gegangen.
She left me a note.,Sie hat mir eine Nachricht hinterlassen.
She left me a note.,Sie hinterließ mir eine Nachricht.
She likes sleeping.,Sie schläft gerne.
She listens to him.,Sie hört ihm zu.
She listens to him.,Sie hört auf ihn.
She lives with him.,Sie wohnt mit ihm zusammen.
She lives with him.,Sie wohnt bei ihm.
She looked excited.,Sie sah aufgeregt aus.
She looks confused.,Sie sieht verwirrt aus.
She looks familiar.,Sie kommt mir bekannt vor.
She looks lonesome.,Sie sieht einsam aus.
She loves antiques.,Sie mag Antiquitäten.
She loves children.,Sie liebt Kinder.
She loves shopping.,Sie kauft sehr gerne ein.
She made him do it.,"Sie zwang ihn, es zu tun."
She made him happy.,Sie machte ihn glücklich.
She made him happy.,Sie hat ihn glücklich gemacht.
She made me a cake.,Sie buk mir einen Kuchen.
She made me a cake.,Sie hat mir einen Kuchen gebacken.
She made me a cake.,Sie hat mir einen Kuchen gemacht.
She made me a cake.,Sie machte mir einen Kuchen.
She made me a star.,Sie hat aus mir einen Star gemacht.
She makes me happy.,Sie macht mich glücklich.
She needs our help.,Sie braucht unsere Hilfe.
She owns few books.,Sie besitzt nicht viele Bücher.
She owns few books.,Sie besitzt nur wenige Bücher.
She picked flowers.,Sie pflückte Blumen.
She pointed at him.,Sie zeigte auf ihn.
She put on her hat.,Sie setzte sich ihren Hut auf.
She sat next to me.,Sie saß neben mir.
She sat next to me.,Sie setzte sich neben mich.
She shook her head.,Sie schüttelte den Kopf.
She smiled happily.,Sie lächelte glücklich.
She speaks Chinese.,Sie spricht Chinesisch.
She speaks quickly.,Sie spricht schnell.
She threatened him.,Sie hat ihm gedroht.
She threatened him.,Sie drohte ihm.
She wants to dance.,Sie will tanzen.
She was a bit late.,Sie hat sich ein bisschen verspätet.
She was born blind.,Sie wurde blind geboren.
She was born blind.,Sie kam blind zur Welt.
She was born lucky.,Sie wurde glücklich geboren.
She was in a hurry.,Sie war in Eile.
She was laughed at.,Man lachte über sie.
She was making tea.,Sie machte gerade Tee.
She will come soon.,Sie wird bald kommen.
She won everything.,Sie hat alles gewonnen.
She won't be ready.,Sie wird nicht bereit sein.
She's Tom's sister.,Sie ist Toms Schwester.
She's Tom's sister.,Sie ist die Schwester von Tom.
She's a big teaser.,Sie lässt gerne ihre Reize spielen.
She's a big teaser.,Sie gibt sich gerne sexy.
She's a smart girl.,Sie ist ein pfiffiges Mädchen.
She's a smart girl.,Sie ist ein kluges Mädchen.
She's a smart girl.,Sie ist ein intelligentes Mädchen.
She's a sweet girl.,Sie ist ein süßes Mädchen.
She's an alcoholic.,Sie ist Alkoholikerin.
She's at a meeting.,Sie ist in einer Besprechung.
She's eating fruit.,Sie isst eine Frucht.
She's just a child.,Sie ist nichts mehr als ein Kind.
She's my classmate.,Sie ist meine Klassenkameradin.
She's my classmate.,Sie ist meine Kommilitonin.
She's my godmother.,Sie ist meine Patentante.
She's my godmother.,Sie ist meine Patin.
She's my professor.,Sie ist meine Professorin.
She's not a doctor.,Sie ist kein Arzt.
She's not a doctor.,Sie ist keine Ärztin.
She's only a child.,Sie ist bloß ein Kind.
She's only a child.,Sie ist nichts mehr als ein Kind.
Should we call Tom?,Sollten wir Tom anrufen?
Show me an example.,Zeig mir ein Beispiel.
Show me an example.,Zeigt mir ein Beispiel.
Show me an example.,Zeigen Sie mir ein Beispiel.
Show me your teeth.,Zeig mir deine Zähne.
Show me your teeth.,Zeigen Sie mir Ihre Zähne.
Show me your teeth.,Zeigt mir eure Zähne.
Shut off the water.,Stell das Wasser ab!
Shut up and listen!,Halt die Klappe und hör zu!
Shut up and listen!,Sei ruhig und hör zu!
Shut up and listen!,Sei still und hör zu!
Shut up and listen!,Halt den Mund und hör zu!
Shut up and listen.,Sei still und höre zu!
Shut up and listen.,Halt den Mund und hör zu!
Sleep is important.,Schlaf ist wichtig.
Sleep is necessary.,Schlaf ist notwendig.
Slip on your shoes.,Zieh dir deine Schuhe an.
Slip on your shoes.,Zieht euch eure Schuhe an.
Slip on your shoes.,Ziehen Sie sich Ihre Schuhe an.
